,GEO_NAME,County_Population,non_white_total,perc_non_white,predrt
2463,"Hawkins County, TN",56402,1222,2.166589837,29.32
2464,"Haywood County, TN",17779,9021,50.73963665,30.25
2465,"Henderson County, TN",27859,2257,8.101511181,24.6
2466,"Henry County, TN",32279,2867,8.881935624,30.33
2467,"Hickman County, TN",24678,1389,5.628495016,28.86
2468,"Houston County, TN",8176,443,5.418297456,27.59
2469,"Humphreys County, TN",18318,769,4.198056556,26.77
2470,"Jackson County, TN",11615,90,0.774860095,29.51
2471,"Jefferson County, TN",53247,1338,2.512817624,26.89
2472,"Johnson County, TN",17789,732,4.114902468,31.52
2473,"Knox County, TN",456185,51848,11.36556441,21.44
2474,"Lake County, TN",7526,2216,29.44459208,30.82
2475,"Lauderdale County, TN",26297,9086,34.55146975,30.34
2476,"Lawrence County, TN",42937,1143,2.662039733,27.66
2477,"Lewis County, TN",11956,278,2.325192372,27.47
2478,"Lincoln County, TN",33711,2626,7.789742221,27.02
2479,"Loudon County, TN",51610,987,1.912420074,30.97
2480,"McMinn County, TN",52773,2575,4.879389082,27.31
2481,"McNairy County, TN",25903,1617,6.242520171,29.36
2482,"Macon County, TN",23487,348,1.481670711,26.51
2483,"Madison County, TN",97682,37584,38.47587068,27.33
2484,"Marion County, TN",28417,796,2.801140163,28.68
2485,"Marshall County, TN",32269,2483,7.6946915,24.89
2486,"Maury County, TN",89776,11546,12.86089824,23.9
2487,"Meigs County, TN",11962,274,2.290586858,24.69
2488,"Monroe County, TN",45876,1512,3.295840963,29.35
2489,"Montgomery County, TN",196387,45631,23.2352447,18.49
2490,"Moore County, TN",6322,340,5.378044922,26.09
2491,"Morgan County, TN",21596,1124,5.204667531,31.59
2492,"Obion County, TN",30520,3268,10.70773263,28.61
2493,"Overton County, TN",22004,318,1.445191783,24.56
2494,"Perry County, TN",7912,318,4.019211325,29.62
2495,"Pickett County, TN",5088,26,0.511006289,32.41
2496,"Polk County, TN",16782,92,0.548206412,27.81
2497,"Putnam County, TN",76440,3006,3.932496075,22.68
2498,"Rhea County, TN",32628,909,2.785950717,29.02
2499,"Roane County, TN",52897,1838,3.474677203,27.9
2500,"Robertson County, TN",69344,5527,7.970408399,23.25
2501,"Rutherford County, TN",307128,54709,17.81309421,19.05
2502,"Scott County, TN",21954,181,0.824451125,28.49
2503,"Sequatchie County, TN",14730,37,0.251188052,28.61
2504,"Sevier County, TN",96287,1899,1.972228857,27.56
2505,"Shelby County, TN",937005,527409,56.28667937,31.66
2506,"Smith County, TN",19458,620,3.186350087,26.96
2507,"Stewart County, TN",13301,361,2.714081648,27.86
2508,"Sullivan County, TN",156734,4268,2.723084972,27.5
2509,"Sumner County, TN",179473,15818,8.813581987,20.59
2510,"Tipton County, TN",61446,11906,19.37636299,21.89
2511,"Trousdale County, TN",9573,953,9.955082001,25.22
2512,"Unicoi County, TN",17780,153,0.860517435,29.3
2513,"Union County, TN",19293,169,0.875965376,25.88
2514,"Van Buren County, TN",5704,13,0.227910238,34.44
2515,"Warren County, TN",40454,1104,2.72902556,31.63
2516,"Washington County, TN",127055,7732,6.0855535,24.26
2517,"Wayne County, TN",16649,1260,7.568022103,32.09
2518,"Weakley County, TN",33626,3107,9.239873907,27.97
2519,"White County, TN",26580,593,2.231000752,29.17
2520,"Williamson County, TN",218648,18842,8.617503933,14.67
2521,"Wilson County, TN",132663,11720,8.834415022,20.19
2522,"Anderson County, TX",57863,12739,22.01579593,27.97
2523,"Andrews County, TX",17818,437,2.452576047,27.01
2524,"Angelina County, TX",87607,14573,16.63451551,27.49
2525,"Aransas County, TX",24763,919,3.711182005,32.41
2526,"Archer County, TX",8789,168,1.911480259,27.24
2527,"Armstrong County, TX",1916,36,1.878914405,27.91
2528,"Atascosa County, TX",48828,367,0.751617924,29.4
2529,"Austin County, TX",29565,2763,9.345509893,26.53
2530,"Bailey County, TX",7092,201,2.834179357,28.3
2531,"Bandera County, TX",21763,527,2.421541148,35.5
2532,"Bastrop County, TX",82577,7642,9.25439287,24.86
2533,"Baylor County, TX",3591,119,3.313840156,25.63
2534,"Bee County, TX",32691,2974,9.097305069,33.33
2535,"Bell County, TX",342236,95387,27.87170257,23.64
2536,"Bexar County, TX",1925865,216356,11.23422462,33.04
2537,"Blanco County, TX",11279,378,3.351360936,30.53
2538,"Borden County, TX",665,0,0,30.25
2539,"Bosque County, TX",18122,466,2.571460104,31.78
2540,"Bowie County, TX",93858,24994,26.62958938,25.65
2541,"Brazoria County, TX",353999,73318,20.71135794,20.57
2542,"Brazos County, TX",219193,37627,17.16615038,25.97
2543,"Brewster County, TX",9216,354,3.841145833,29.15
2544,"Briscoe County, TX",1546,55,3.557567917,32.52
2545,"Brooks County, TX",7180,113,1.573816156,36.09
2546,"Brown County, TX",37834,1943,5.135592324,25.18
2547,"Burleson County, TX",17863,2358,13.20047025,25.85
2548,"Burnet County, TX",45750,1537,3.359562842,30.13
2549,"Caldwell County, TX",41401,3352,8.096422792,30.58
2550,"Calhoun County, TX",21807,1629,7.470078415,32.3
2551,"Callahan County, TX",13770,116,0.842411038,28.25
2552,"Cameron County, TX",421750,6396,1.516538234,38.57
2553,"Camp County, TX",12813,2218,17.31054398,29.3
2554,"Carson County, TX",6032,188,3.116710875,22.64
2555,"Cass County, TX",30087,5384,17.89477183,30.96
2556,"Castro County, TX",7787,180,2.311544882,29.45
2557,"Chambers County, TX",40292,3749,9.304576591,20.7
2558,"Cherokee County, TX",51903,7603,14.64847889,29.85
2559,"Childress County, TX",7226,742,10.26847495,25.65
2560,"Clay County, TX",10387,243,2.33946279,22.64
2561,"Cochran County, TX",2904,100,3.443526171,34.99
2562,"Coke County, TX",3275,70,2.13740458,30.27
2563,"Coleman County, TX",8391,372,4.433321416,31.49
2564,"Collin County, TX",944350,231039,24.46539948,23.74
2565,"Collingsworth County, TX",2996,303,10.11348465,40.2
2566,"Colorado County, TX",21022,2707,12.87698601,33.41
2567,"Comal County, TX",135097,4330,3.20510448,23.26
2568,"Comanche County, TX",13495,307,2.274916636,27.58
2569,"Concho County, TX",4233,152,3.590833924,40.58
2570,"Cooke County, TX",39571,1608,4.063581916,26.75
2571,"Coryell County, TX",75389,13424,17.80631127,21.22
2572,"Cottle County, TX",1623,248,15.28034504,35.21
2573,"Crane County, TX",4839,227,4.69105187,27.29
2574,"Crockett County, TX",3633,32,0.880814754,31.35
2575,"Crosby County, TX",5861,254,4.333731445,35.75
2576,"Culberson County, TX",2241,15,0.669344043,37.19
2577,"Dallam County, TX",7243,257,3.548253486,25.01
2578,"Dallas County, TX",2586552,753028,29.1131978,34.33
2579,"Dawson County, TX",12964,980,7.559395248,36.66
2580,"Deaf Smith County, TX",18899,405,2.142970528,33.85
2581,"Delta County, TX",5215,442,8.475551294,26.34
2582,"Denton County, TX",807047,147837,18.31826399,22.08
2583,"DeWitt County, TX",20435,2053,10.04648887,30.5
2584,"Dickens County, TX",2216,97,4.377256318,28.96
2585,"Dimmit County, TX",10663,407,3.816937072,32.74
2586,"Donley County, TX",3387,199,5.875405964,27.73
2587,"Duval County, TX",11355,223,1.963892558,34.37
2588,"Eastland County, TX",18270,863,4.723590586,30.12
2589,"Ector County, TX",158342,9870,6.233343017,30.01
2590,"Edwards County, TX",2055,1,0.0486618,37.03
2591,"Ellis County, TX",168838,19364,11.4689821,20.64
2592,"El Paso County, TX",837654,45057,5.378951214,39.45
2593,"Erath County, TX",41482,1509,3.637722386,24.23
2594,"Falls County, TX",17299,4363,25.22111105,31.84
2595,"Fannin County, TX",34175,2608,7.631309437,27.98
2596,"Fayette County, TX",25066,1724,6.877842496,34.52
2597,"Fisher County, TX",3883,177,4.558331187,31.6
2598,"Floyd County, TX",5872,248,4.223433243,31.13
2599,"Foard County, TX",1408,25,1.775568182,35.83
2600,"Fort Bend County, TX",739342,302002,40.84740215,23.92
2601,"Franklin County, TX",10679,449,4.204513531,24.62
2602,"Freestone County, TX",19709,3275,16.61677406,30.37
2603,"Frio County, TX",19394,1045,5.388264412,32.55
2604,"Gaines County, TX",20321,648,3.188819448,25.48
2605,"Galveston County, TX",327089,53684,16.41265833,25.73
2606,"Garza County, TX",6288,458,7.283715013,29.48
2607,"Gillespie County, TX",26208,814,3.105921856,32.45
2608,"Glasscock County, TX",1430,0,0,21.04
2609,"Goliad County, TX",7531,429,5.696454654,27.71
2610,"Gonzales County, TX",20667,1494,7.228915663,31.81
2611,"Gray County, TX",22685,1488,6.559400485,35.54
2612,"Grayson County, TX",128560,10567,8.219508401,24.87
2613,"Gregg County, TX",123494,27296,22.10309813,23.68
2614,"Grimes County, TX",27630,4531,16.39884184,30.89
2615,"Guadalupe County, TX",155137,15943,10.27672315,23.4
2616,"Hale County, TX",34113,2008,5.886318999,26.81
2617,"Hall County, TX",3074,279,9.076122316,31.4
2618,"Hamilton County, TX",8269,128,1.547950175,26.1
2619,"Hansford County, TX",5547,24,0.432666306,28.88
2620,"Hardeman County, TX",3952,321,8.122469636,29.78
2621,"Hardin County, TX",56379,3641,6.458078363,24.66
2622,"Harris County, TX",4602523,1217437,26.45151366,33.73
2623,"Harrison County, TX",66645,14834,22.25823393,26.64
2624,"Hartley County, TX",5767,585,10.14392232,25.77
2625,"Haskell County, TX",5809,271,4.665174729,35.74
2626,"Hays County, TX",204150,11859,5.808963997,21.95
2627,"Hemphill County, TX",4061,76,1.871460231,35.15
2628,"Henderson County, TX",80460,6476,8.048719861,31.48
2629,"Hidalgo County, TX",849389,14615,1.720648607,36.76
2630,"Hill County, TX",35399,2992,8.452216164,29.02
2631,"Hockley County, TX",23162,1030,4.446938952,30.84
2632,"Hood County, TX",56901,1484,2.608038523,28.13
2633,"Hopkins County, TX",36240,2899,7.999448124,24.48
2634,"Houston County, TX",22955,5851,25.48900022,34.33
2635,"Howard County, TX",36667,3041,8.293560968,28.99
2636,"Hudspeth County, TX",4098,139,3.391898487,33.64
2637,"Hunt County, TX",92152,9582,10.39803802,25.63
2638,"Hutchinson County, TX",21571,1076,4.988178573,27.55
2639,"Irion County, TX",1524,54,3.543307087,27.73
2640,"Jack County, TX",8842,458,5.179823569,30.37
2641,"Jackson County, TX",14820,1125,7.591093117,27.73
2642,"Jasper County, TX",35504,6181,17.40930599,28.37
2643,"Jeff Davis County, TX",2234,78,3.491495076,44.62
2644,"Jefferson County, TX",255210,96747,37.908781,28.83
2645,"Jim Hogg County, TX",5282,6,0.113593336,35.49
2646,"Jim Wells County, TX",41192,641,1.556127403,30.02
2647,"Johnson County, TX",163475,8010,4.899831779,22.21
2648,"Jones County, TX",19891,3175,15.96199286,31.9
2649,"Karnes County, TX",15387,1276,8.292714629,34.19
2650,"Kaufman County, TX",118910,14917,12.54478177,22.08
2651,"Kendall County, TX",41982,982,2.339097709,26.21
2652,"Kenedy County, TX",595,1,0.168067227,32.81
2653,"Kent County, TX",749,22,2.937249666,30.31
2654,"Kerr County, TX",51365,1722,3.352477368,32.17
2655,"Kimble County, TX",4408,42,0.952813067,32.61
2656,"Kinney County, TX",3675,10,0.272108844,36.7
2657,"Kleberg County, TX",31425,1792,5.702466189,31
2658,"Knox County, TX",3733,277,7.420305384,32.18
2659,"Lamar County, TX",49532,6931,13.99297424,27.42
2660,"Lamb County, TX",13262,771,5.813602775,32.63
2661,"Lampasas County, TX",20640,1266,6.13372093,24.86
2662,"La Salle County, TX",7409,114,1.538669186,28.46
2663,"Lavaca County, TX",19941,1415,7.095933002,29.05
2664,"Lee County, TX",16952,2085,12.2994337,25.32
2665,"Leon County, TX",17098,1506,8.808047725,34.97
2666,"Liberty County, TX",81862,9005,11.00021988,24.78
2667,"Limestone County, TX",23515,4791,20.37422922,33.78
2668,"Lipscomb County, TX",3469,121,3.488036898,27.13
2669,"Live Oak County, TX",12123,487,4.017157469,30.87
2670,"Llano County, TX",20640,295,1.429263566,38.21
2671,"Loving County, TX",102,3,2.941176471,19.08
2672,"Lubbock County, TX",301454,32011,10.61886722,31.66
2673,"Lynn County, TX",5808,170,2.926997245,33.45
2674,"McCulloch County, TX",8098,166,2.049888861,29.71
2675,"McLennan County, TX",248429,41791,16.82211014,28.78
2676,"McMullen County, TX",662,4,0.604229607,27.5
2677,"Madison County, TX",14128,2623,18.56596829,25.51
2678,"Marion County, TX",10083,2442,24.21898245,34.15
2679,"Martin County, TX",5614,155,2.760954756,26.56
2680,"Mason County, TX",4161,183,4.397981255,35.12
2681,"Matagorda County, TX",36743,4499,12.24450916,33.87
2682,"Maverick County, TX",57970,1318,2.273589788,36.21
2683,"Medina County, TX",49334,1848,3.745895326,27.52
2684,"Menard County, TX",2123,40,1.884126236,41.57
2685,"Midland County, TX",164194,15502,9.441270692,25.86
2686,"Milam County, TX",24664,2598,10.5335712,31.53
2687,"Mills County, TX",4902,25,0.50999592,33.4
2688,"Mitchell County, TX",8558,1053,12.3042767,28.9
2689,"Montague County, TX",19409,152,0.783141841,29.74
2690,"Montgomery County, TX",554445,44346,7.998268539,21.31
2691,"Moore County, TX",21801,2775,12.72877391,31.84
2692,"Morris County, TX",12424,3046,24.51706375,31.68
2693,"Motley County, TX",1156,19,1.643598616,31.36
2694,"Nacogdoches County, TX",65558,13469,20.54516611,26.94
2695,"Navarro County, TX",48583,8102,16.67661528,29.32
2696,"Newton County, TX",14057,2963,21.07846624,31.85
2697,"Nolan County, TX",14966,935,6.24749432,28.2
2698,"Nueces County, TX",360486,22870,6.34421309,33.26
2699,"Ochiltree County, TX",10348,357,3.449942018,25.46
2700,"Oldham County, TX",2090,114,5.454545455,21.99
2701,"Orange County, TX",84047,8468,10.075315,24.28
2702,"Palo Pinto County, TX",28317,1076,3.799837553,26.52
2703,"Panola County, TX",23440,4109,17.52986348,26.6
2704,"Parker County, TX",129802,3466,2.670220798,20.35
2705,"Parmer County, TX",9852,232,2.354851807,28.82
2706,"Pecos County, TX",15797,842,5.330125973,27.44
2707,"Polk County, TX",47837,6087,12.72446015,29.16
2708,"Potter County, TX",120899,19173,15.85869197,37.25
2709,"Presidio County, TX",7123,260,3.65014741,44.17
2710,"Rains County, TX",11473,399,3.477730323,29.55
2711,"Randall County, TX",132475,6708,5.063596905,26.8
2712,"Reagan County, TX",3752,27,0.719616205,20.26
2713,"Real County, TX",3389,7,0.206550605,46.49
2714,"Red River County, TX",12275,2125,17.31160896,29.88
2715,"Reeves County, TX",15125,759,5.018181818,29.84
2716,"Refugio County, TX",7236,460,6.357103372,33.77
2717,"Roberts County, TX",885,8,0.903954802,22.7
2718,"Robertson County, TX",16890,3426,20.28419183,27.03
2719,"Rockwall County, TX",93642,8209,8.76636552,18.67
2720,"Runnels County, TX",10310,363,3.52085354,28.25
2721,"Rusk County, TX",53595,9615,17.94010635,28.27
2722,"Sabine County, TX",10458,686,6.55957162,32.1
2723,"San Augustine County, TX",8327,1938,23.273688,37.54
2724,"San Jacinto County, TX",27819,3064,11.01405514,31.43
2725,"San Patricio County, TX",67046,2037,3.03821257,28.54
2726,"San Saba County, TX",5962,146,2.44884267,28.27
2727,"Schleicher County, TX",3061,13,0.424697811,26.77
2728,"Scurry County, TX",17239,955,5.539764487,27.07
2729,"Shackelford County, TX",3311,23,0.694654183,24.8
2730,"Shelby County, TX",25478,5290,20.76301123,30.47
2731,"Sherman County, TX",3058,17,0.555918901,29.39
2732,"Smith County, TX",225015,44273,19.67557718,28.22
2733,"Somervell County, TX",8743,264,3.019558504,27.27
2734,"Starr County, TX",63894,160,0.250414749,38.85
2735,"Stephens County, TX",9372,358,3.819889031,31.2
2736,"Sterling County, TX",1141,3,0.262927257,34.1
2737,"Stonewall County, TX",1385,79,5.703971119,27.31
2738,"Sutton County, TX",3865,33,0.8538163,29.19
2739,"Swisher County, TX",7484,696,9.299839658,33.51
2740,"Tarrant County, TX",2019977,448633,22.20980734,28.78
2741,"Taylor County, TX",136348,14959,10.97119136,26.27
2742,"Terrell County, TX",862,25,2.900232019,34.39
2743,"Terry County, TX",12615,681,5.398335315,30.66
2744,"Throckmorton County, TX",1567,16,1.021059349,30.63
2745,"Titus County, TX",32730,3748,11.45126795,31.45
2746,"Tom Green County, TX",117466,6975,5.93788841,27.63
2747,"Travis County, TX",1203166,186996,15.54199504,25.29
2748,"Trinity County, TX",14569,1513,10.38506418,33.09
2749,"Tyler County, TX",21496,2522,11.73241533,34.66
2750,"Upshur County, TX",40769,3939,9.661752802,27.57
2751,"Upton County, TX",3634,276,7.594936709,23.36
2752,"Uvalde County, TX",27009,574,2.12521752,36.27
2753,"Val Verde County, TX",49027,1266,2.582250597,36.14
2754,"Van Zandt County, TX",54368,2088,3.840494408,28.03
2755,"Victoria County, TX",91970,6847,7.444818963,31.16
2756,"Walker County, TX",71539,17694,24.73336222,31.2
2757,"Waller County, TX",49987,13183,26.37285694,25.25
2758,"Ward County, TX",11586,812,7.008458484,25.92
2759,"Washington County, TX",34796,6661,19.14300494,32.8
2760,"Webb County, TX",272053,3033,1.114856296,40.65
2761,"Wharton County, TX",41551,6062,14.5892999,31.12
2762,"Wheeler County, TX",5482,202,3.684786574,30.55
2763,"Wichita County, TX",131818,18069,13.70753615,26.08
2764,"Wilbarger County, TX",12906,1507,11.6767395,27.13
2765,"Willacy County, TX",21754,279,1.282522754,32.06
2766,"Williamson County, TX",527057,68771,13.04811434,21.69
2767,"Wilson County, TX",48198,1109,2.30092535,24.97
2768,"Winkler County, TX",7802,470,6.024096386,28.77
2769,"Wise County, TX",64639,1508,2.332956884,22.93
2770,"Wood County, TX",43815,2869,6.54798585,32.58
2771,"Yoakum County, TX",8571,53,0.618364252,24.12
2772,"Young County, TX",18114,588,3.246107983,26.63
2773,"Zapata County, TX",14369,198,1.377966456,38.13
2774,"Zavala County, TX",12131,64,0.527573984,39.71
2775,"Beaver County, UT",6443,78,1.210616173,17.2
2776,"Box Elder County, UT",53001,1404,2.649006623,16.26
2777,"Cache County, UT",122336,4498,3.67675909,16.24
2778,"Carbon County, UT",20356,402,1.974847711,20.13
2779,"Daggett County, UT",612,9,1.470588235,24.49
2780,"Davis County, UT",340621,14218,4.174140761,15.81
2781,"Duchesne County, UT",20219,1054,5.212918542,17.55
2782,"Emery County, UT",10248,160,1.56128025,20.93
2783,"Garfield County, UT",5017,203,4.046242775,25.83
2784,"Grand County, UT",9616,596,6.198003328,16.71
2785,"Iron County, UT",49691,1787,3.596224668,18.66
2786,"Juab County, UT",10948,171,1.561929119,14.83
2787,"Kane County, UT",7350,197,2.680272109,28.56
2788,"Millard County, UT",12733,286,2.246132098,20.8
2789,"Morgan County, UT",11391,217,1.905012729,10.68
2790,"Piute County, UT",1904,4,0.210084034,28.41
2791,"Rich County, UT",2350,0,0,17.21
2792,"Salt Lake County, UT",1120805,90921,8.112115845,23.19
2793,"San Juan County, UT",15281,7453,48.77298606,31.62
2794,"Sanpete County, UT",29366,869,2.959204522,17.72
2795,"Sevier County, UT",21118,556,2.632825078,17.42
2796,"Summit County, UT",40511,1082,2.670879514,13.99
2797,"Tooele County, UT",65185,1634,2.506711667,13.85
2798,"Uintah County, UT",36323,3091,8.509759656,17.46
2799,"Utah County, UT",590440,20014,3.389675496,15.34
2800,"Wasatch County, UT",30523,517,1.693804672,14.89
2801,"Washington County, UT",160537,6092,3.794763824,24.65
2802,"Wayne County, UT",2694,64,2.375649592,24.5
2803,"Weber County, UT",247731,7848,3.167952335,20.38
2804,"Addison County, VT",36939,1320,3.573458946,18.34
2805,"Bennington County, VT",35920,697,1.940423163,22.35
2806,"Caledonia County, VT",30425,605,1.988496302,20.77
2807,"Chittenden County, VT",162052,11327,6.989731691,18.31
2808,"Essex County, VT",6208,117,1.884664948,21.33
2809,"Franklin County, VT",49025,766,1.562468129,16.11
2810,"Grand Isle County, VT",6965,122,1.751615219,21.65
2811,"Lamoille County, VT",25268,616,2.437866076,17.33
2812,"Orange County, VT",28937,386,1.333932336,20.45
2813,"Orleans County, VT",26911,328,1.218832448,22.41
2814,"Rutland County, VT",59273,1386,2.338332799,22.46
2815,"Washington County, VT",58477,1181,2.019597449,21.36
2816,"Windham County, VT",43150,1096,2.539976825,22.41
2817,"Windsor County, VT",55427,980,1.768091363,21.73
2818,"Accomack County, VA",32742,9824,30.00427585,30.85
2819,"Albemarle County, VA",106355,16240,15.26961591,24.66
2820,"Alleghany County, VA",15286,841,5.501766322,32.26
2821,"Amelia County, VA",12854,2768,21.53415279,26.9
2822,"Amherst County, VA",31882,5967,18.71588984,26.74
2823,"Appomattox County, VA",15577,3124,20.0552096,25.09
2824,"Arlington County, VA",231803,45899,19.80086539,23.06
2825,"Augusta County, VA",74701,3791,5.074898596,24.88
2826,"Bath County, VA",4393,94,2.139767812,27.84
2827,"Bedford County, VA",77908,6444,8.271294347,23.68
2828,"Bland County, VA",6447,123,1.907864123,25.33
2829,"Botetourt County, VA",33222,1364,4.105713082,23.47
2830,"Brunswick County, VA",16665,9246,55.48154815,30.67
2831,"Buchanan County, VA",22138,872,3.938928539,32.69
2832,"Buckingham County, VA",17004,5978,35.15643378,31.29
2833,"Campbell County, VA",55170,8443,15.30360703,26.05
2834,"Caroline County, VA",30184,8743,28.96567718,20.03
2835,"Carroll County, VA",29738,292,0.981908669,27.41
2836,"Charles City County, VA",6995,3763,53.79556826,29.61
2837,"Charlotte County, VA",12095,3561,29.44191815,26.42
2838,"Chesterfield County, VA",339447,90151,26.55819612,19.68
2839,"Clarke County, VA",14365,802,5.583014271,23.73
2840,"Craig County, VA",5113,8,0.156463916,30.15
2841,"Culpeper County, VA",50450,7977,15.81169475,21.89
2842,"Cumberland County, VA",9786,3319,33.91579808,30.44
2843,"Dickenson County, VA",14960,117,0.782085561,31.67
2844,"Dinwiddie County, VA",28308,9298,32.84583863,26.08
2845,"Essex County, VA",11036,4453,40.34976441,30.98
2846,"Fairfax County, VA",1143529,331437,28.98369871,22.76
2847,"Fauquier County, VA",69115,6336,9.167329813,19.13
2848,"Floyd County, VA",15666,401,2.559683391,29.31
2849,"Fluvanna County, VA",26282,3982,15.15105395,28.3
2850,"Franklin County, VA",56233,4748,8.443440684,27.05
2851,"Frederick County, VA",85153,4902,5.756696769,19.61
2852,"Giles County, VA",16814,419,2.491970977,23.66
2853,"Gloucester County, VA",37161,3460,9.31083663,22
2854,"Goochland County, VA",22482,3924,17.45396317,28.16
2855,"Grayson County, VA",15811,822,5.19891215,32.73
2856,"Greene County, VA",19410,1463,7.53735188,21.91
2857,"Greensville County, VA",11659,6983,59.89364439,34.79
2858,"Halifax County, VA",34779,12509,35.96710659,30.32
2859,"Hanover County, VA",104449,11538,11.04653946,18.88
2860,"Henrico County, VA",325642,123509,37.92784715,22.22
2861,"Henry County, VA",51588,11902,23.07125688,31.38
2862,"Highland County, VA",2214,3,0.135501355,44.62
2863,"Isle of Wight County, VA",36372,8447,23.2239085,24
2864,"James City County, VA",74153,11695,15.77144552,23.77
2865,"King and Queen County, VA",7052,1822,25.83664209,31.23
2866,"King George County, VA",25890,4642,17.92970259,17.92
2867,"King William County, VA",16497,3104,18.81554222,20.82
2868,"Lancaster County, VA",10804,3380,31.28470937,35.15
2869,"Lee County, VA",24134,1222,5.063396039,31.66
2870,"Loudoun County, VA",385143,99314,25.7862664,17.7
2871,"Louisa County, VA",35380,5572,15.74901074,24.97
2872,"Lunenburg County, VA",12278,4194,34.15865776,37.48
2873,"Madison County, VA",13139,1020,7.76314788,28.1
2874,"Mathews County, VA",8796,955,10.85720782,34.44
2875,"Mecklenburg County, VA",30847,11092,35.95811586,32.13
2876,"Middlesex County, VA",10700,1737,16.23364486,33.05
2877,"Montgomery County, VA",97997,11379,11.61157995,23.39
2878,"Nelson County, VA",14812,2010,13.57007831,26.99
2879,"New Kent County, VA",21103,2824,13.3819836,20.35
2880,"Northampton County, VA",11957,4144,34.65752279,30.62
2881,"Northumberland County, VA",12223,3421,27.98821893,38.14
2882,"Nottoway County, VA",15500,6415,41.38709677,29.01
2883,"Orange County, VA",35612,4902,13.76502303,24.09
2884,"Page County, VA",23749,491,2.067455472,26.25
2885,"Patrick County, VA",17859,1158,6.484125651,31.05
2886,"Pittsylvania County, VA",61676,12695,20.58337117,30.47
2887,"Powhatan County, VA",28574,3316,11.60495555,21.79
2888,"Prince Edward County, VA",22956,7562,32.94127897,24.25
2889,"Prince George County, VA",37894,13260,34.99234707,23.19
2890,"Prince William County, VA",456749,134187,29.37871785,21.06
2891,"Pulaski County, VA",34234,1835,5.360168254,26.1
2892,"Rappahannock County, VA",7332,466,6.355701037,27.09
2893,"Richmond County, VA",8878,2514,28.31718856,34.94
2894,"Roanoke County, VA",93583,8166,8.725943815,21.27
2895,"Rockbridge County, VA",22509,960,4.264960682,26.94
2896,"Rockingham County, VA",79444,2914,3.667992548,22.52
2897,"Russell County, VA",27408,376,1.37186223,29.62
2898,"Scott County, VA",22009,311,1.413058294,27.7
2899,"Shenandoah County, VA",43045,1246,2.894645139,25.26
2900,"Smyth County, VA",31059,930,2.994301169,31.09
2901,"Southampton County, VA",17939,6044,33.69195607,27.46
2902,"Spotsylvania County, VA",131412,25218,19.19002831,18.14
2903,"Stafford County, VA",144012,30257,21.01005472,13.68
2904,"Surry County, VA",6600,2995,45.37878788,27.15
2905,"Sussex County, VA",11486,6573,57.2261884,30.64
2906,"Tazewell County, VA",42080,1793,4.260931559,27.23
2907,"Warren County, VA",39449,2021,5.123070293,19.77
2908,"Washington County, VA",54406,1130,2.076976804,27.9
2909,"Westmoreland County, VA",17638,4829,27.37838757,30.91
2910,"Wise County, VA",39025,2451,6.280589366,29.4
2911,"Wythe County, VA",28940,1085,3.749136144,24.62
2912,"York County, VA",67587,12952,19.16344859,18.49
2913,"Alexandria city, VA",156505,44143,28.20548864,28.25
2914,"Bristol city, VA",16843,1200,7.124621504,28.79
2915,"Buena Vista city, VA",6399,670,10.470386,26.65
2916,"Charlottesville city, VA",47042,12350,26.2531355,24.42
2917,"Chesapeake city, VA",237820,79526,33.43957615,21.42
2918,"Colonial Heights city, VA",17593,3296,18.73472404,20.72
2919,"Covington city, VA",5582,821,14.70798997,26.93
2920,"Danville city, VA",41512,20951,50.46974369,29.17
2921,"Emporia city, VA",5381,3767,70.00557517,31.48
2922,"Fairfax city, VA",23865,5204,21.80599204,18.2
2923,"Falls Church city, VA",14067,2114,15.0280799,21.32
2924,"Franklin city, VA",8211,4860,59.18889295,29.53
2925,"Fredericksburg city, VA",28469,7074,24.84808037,27.92
2926,"Galax city, VA",6638,630,9.490810485,34.7
2927,"Hampton city, VA",135583,72456,53.44032806,29.95
2928,"Harrisonburg city, VA",53391,6091,11.40828979,29.6
2929,"Hopewell city, VA",22408,9816,43.80578365,26.38
2930,"Lexington city, VA",7110,720,10.12658228,21.08
2931,"Lynchburg city, VA",80131,25261,31.52462842,22.85
2932,"Manassas city, VA",41457,8390,20.23783679,28.35
2933,"Manassas Park city, VA",16423,4330,26.36546307,25.22
2934,"Martinsville city, VA",13101,6325,48.27875735,29.89
2935,"Newport News city, VA",180145,80212,44.52635377,29.87
2936,"Norfolk city, VA",245592,112347,45.74538259,31.39
2937,"Norton city, VA",3990,322,8.070175439,23.59
2938,"Petersburg city, VA",31827,24993,78.52766519,32.08
2939,"Poquoson city, VA",12039,404,3.355760445,16.6
2940,"Portsmouth city, VA",95311,52037,54.59705595,33.28
2941,"Radford city, VA",17630,2008,11.38967669,20.4
2942,"Richmond city, VA",223787,112680,50.35145026,32.42
2943,"Roanoke city, VA",99621,31891,32.01232672,29.38
2944,"Salem city, VA",25519,2316,9.075590736,22.23
2945,"Staunton city, VA",24452,3274,13.38949779,24.19
2946,"Suffolk city, VA",89160,39029,43.77411395,21.37
2947,"Virginia Beach city, VA",450135,117112,26.01708376,25.43
2948,"Waynesboro city, VA",21926,3438,15.68001459,22.79
2949,"Williamsburg city, VA",14788,3118,21.08466324,28.29
